benchmark,model,task,base_task,equation,matched,sa1_round,n_matched,n_located,max_steps,source,source_file
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK17,1,2,38,37,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK17.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK18,1,6,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK18.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK19,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK19.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK1,1,8,2,2,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK1.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK20,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK20.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK21,1,30,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK21.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK22,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK22.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK23,1,5,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK23.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK24,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK24.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK25,1,23,3,3,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK25.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK26,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK26.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK27,1,9,4,4,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK27.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK28,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK28.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK29,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK29.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK2,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK2.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK30,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK30.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK31,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK31.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK32,1,6,14,14,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK32.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK33,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK33.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK34,1,11,17,17,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK34.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK35,1,6,19,16,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK35.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK3,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK3.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK4,1,2,28,27,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK4.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK5,1,8,25,24,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK5.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK6,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK6.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK7,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/CRK7.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK8,1,6,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK8.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,CRK9,1,6,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/CRK9.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci0,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci0.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci1,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci1.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci2,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci2.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci3,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci3.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci10,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci10.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci11,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci11.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci12.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci13.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci14,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci14.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci16.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci18,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci18.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci19,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci19.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci20,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci20.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci21,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci21.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci22,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci22.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci23.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci24.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci25,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci25.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci28,1,-1,1,0,30,scan,logs/llm-srbench/lbfgs/opus-4-6/MatSci28.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci4,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci4.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci5,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci5.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci6,1,3,9,4,30,scan,logs/llm-srbench/lbfgs/opus-4-6/MatSci6.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci7,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci7.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci8,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/MatSci8.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,MatSci9,1,2,2,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/MatSci9.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO0,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO0.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO10,1,3,50,49,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO10.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO11,1,4,11,10,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO11.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO12,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO12.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO13,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO13.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO14.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO15.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO16.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO17,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO17.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO18,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO18.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO19,1,9,50,50,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO19.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO1,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO1.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO20,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO20.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO21,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO21.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO22,1,4,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO22.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO23.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO24,1,13,21,10,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO24.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO25,1,9,2,2,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO25.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO26,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO26.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO27,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO27.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO28,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO28.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO29,1,6,49,49,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO29.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO2,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO2.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO30,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO30.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO31,1,3,37,30,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO31.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO32,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO32.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO33,1,6,4,4,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO33.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO34,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO34.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO35.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO36,1,8,13,13,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO36.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO37,1,7,1,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO37.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO38.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO39,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO39.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO3,1,13,7,7,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO3.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO40,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO40.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO4,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO4.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO5,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO5.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO6,1,11,3,1,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO6.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO7,1,4,22,21,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO7.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO8,1,2,50,50,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO8.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO9,1,19,8,5,30,scan,logs/llm-srbench/lbfgs/opus-4-6/PO9.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO41.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO42.txt
llm-srbench,opus-4-6,lbfgs,lbfgs,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/opus-4-6/PO43.txt
llm-srbench,no-llm,only_structure,only_structure,BPG10,1,2,50,50,30,scan,logs/llm-srbench/only_structure/no-llm/BPG10.txt
llm-srbench,no-llm,only_structure,only_structure,BPG11,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG11.txt
llm-srbench,no-llm,only_structure,only_structure,BPG12,1,24,2,2,30,scan,logs/llm-srbench/only_structure/no-llm/BPG12.txt
llm-srbench,no-llm,only_structure,only_structure,BPG13,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG13.txt
llm-srbench,no-llm,only_structure,only_structure,BPG14,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG14.txt
llm-srbench,no-llm,only_structure,only_structure,BPG15,1,28,3,3,30,scan,logs/llm-srbench/only_structure/no-llm/BPG15.txt
llm-srbench,no-llm,only_structure,only_structure,BPG16,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG16.txt
llm-srbench,no-llm,only_structure,only_structure,BPG17,1,19,1,1,30,scan,logs/llm-srbench/only_structure/no-llm/BPG17.txt
llm-srbench,no-llm,only_structure,only_structure,BPG18,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG18.txt
llm-srbench,no-llm,only_structure,only_structure,BPG19,1,11,22,22,30,scan,logs/llm-srbench/only_structure/no-llm/BPG19.txt
llm-srbench,no-llm,only_structure,only_structure,BPG20,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG20.txt
llm-srbench,no-llm,only_structure,only_structure,BPG21,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG21.txt
llm-srbench,no-llm,only_structure,only_structure,BPG22,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG22.txt
llm-srbench,no-llm,only_structure,only_structure,BPG23,1,21,26,26,30,scan,logs/llm-srbench/only_structure/no-llm/BPG23.txt
llm-srbench,no-llm,only_structure,only_structure,BPG9,1,16,2,2,30,scan,logs/llm-srbench/only_structure/no-llm/BPG9.txt
llm-srbench,no-llm,only_structure,only_structure,CRK0,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK0.txt
llm-srbench,no-llm,only_structure,only_structure,CRK1,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK1.txt
llm-srbench,no-llm,only_structure,only_structure,CRK2,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK2.txt
llm-srbench,no-llm,only_structure,only_structure,CRK3,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK3.txt
llm-srbench,no-llm,only_structure,only_structure,CRK4,1,25,1,1,30,scan,logs/llm-srbench/only_structure/no-llm/CRK4.txt
llm-srbench,no-llm,only_structure,only_structure,CRK5,1,11,42,42,30,scan,logs/llm-srbench/only_structure/no-llm/CRK5.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci18,1,1,1,1,30,scan,logs/llm-srbench/only_structure/no-llm/MatSci18.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci19,1,2,2,2,30,scan,logs/llm-srbench/only_structure/no-llm/MatSci19.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci20,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci20.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci21,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci21.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci22,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci22.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci23.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci24.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci25,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci25.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci28,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci28.txt
llm-srbench,no-llm,only_structure,only_structure,PO0,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO0.txt
llm-srbench,no-llm,only_structure,only_structure,PO10,1,6,18,18,30,scan,logs/llm-srbench/only_structure/no-llm/PO10.txt
llm-srbench,no-llm,only_structure,only_structure,PO11,1,21,2,2,30,scan,logs/llm-srbench/only_structure/no-llm/PO11.txt
llm-srbench,no-llm,only_structure,only_structure,PO12,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO12.txt
llm-srbench,no-llm,only_structure,only_structure,PO13,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO13.txt
llm-srbench,no-llm,only_structure,only_structure,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO14.txt
llm-srbench,no-llm,only_structure,only_structure,PO1,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO1.txt
llm-srbench,no-llm,only_structure,only_structure,PO2,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO2.txt
llm-srbench,no-llm,only_structure,only_structure,PO3,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO3.txt
llm-srbench,no-llm,only_structure,only_structure,PO4,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO4.txt
llm-srbench,no-llm,only_structure,only_structure,PO5,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO5.txt
llm-srbench,no-llm,only_structure,only_structure,PO6,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO6.txt
llm-srbench,no-llm,only_structure,only_structure,PO7,1,27,2,2,30,scan,logs/llm-srbench/only_structure/no-llm/PO7.txt
llm-srbench,no-llm,only_structure,only_structure,PO8,1,1,11,11,30,scan,logs/llm-srbench/only_structure/no-llm/PO8.txt
llm-srbench,no-llm,only_structure,only_structure,PO9,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO9.txt
llm-srbench,no-llm,only_structure,only_structure,PO36,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO36.txt
llm-srbench,no-llm,only_structure,only_structure,PO36,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO36.txt
llm-srbench,no-llm,only_structure,only_structure,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO37.txt
llm-srbench,no-llm,only_structure,only_structure,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO37.txt
llm-srbench,no-llm,only_structure,only_structure,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO42.txt
llm-srbench,no-llm,only_structure,only_structure,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO42.txt
llm-srbench,no-llm,only_structure,only_structure,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO43.txt
llm-srbench,no-llm,only_structure,only_structure,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO43.txt
llm-srbench,no-llm,only_structure,only_structure,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO41.txt
llm-srbench,no-llm,only_structure,only_structure,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO42.txt
llm-srbench,no-llm,only_structure,only_structure,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO43.txt
llm-srbench,no-llm,only_structure,only_structure,CRK29,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK29.txt
llm-srbench,no-llm,only_structure,only_structure,CRK30,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK30.txt
llm-srbench,no-llm,only_structure,only_structure,CRK31,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK31.txt
llm-srbench,no-llm,only_structure,only_structure,CRK32,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK32.txt
llm-srbench,no-llm,only_structure,only_structure,CRK33,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK33.txt
llm-srbench,no-llm,only_structure,only_structure,CRK34,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/CRK34.txt
llm-srbench,no-llm,only_structure,only_structure,CRK35,1,15,20,20,30,scan,logs/llm-srbench/only_structure/no-llm/CRK35.txt
llm-srbench,no-llm,only_structure,only_structure,PO29,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO29.txt
llm-srbench,no-llm,only_structure,only_structure,PO30,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO30.txt
llm-srbench,no-llm,only_structure,only_structure,PO31,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO31.txt
llm-srbench,no-llm,only_structure,only_structure,PO32,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO32.txt
llm-srbench,no-llm,only_structure,only_structure,PO33,1,19,36,36,30,scan,logs/llm-srbench/only_structure/no-llm/PO33.txt
llm-srbench,no-llm,only_structure,only_structure,PO34,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO34.txt
llm-srbench,no-llm,only_structure,only_structure,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO35.txt
llm-srbench,no-llm,only_structure,only_structure,PO36,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO36.txt
llm-srbench,no-llm,only_structure,only_structure,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO37.txt
llm-srbench,no-llm,only_structure,only_structure,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO38.txt
llm-srbench,no-llm,only_structure,only_structure,PO39,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO39.txt
llm-srbench,no-llm,only_structure,only_structure,PO40,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/PO40.txt
llm-srbench,no-llm,only_structure,only_structure,BPG0,1,5,27,27,30,scan,logs/llm-srbench/only_structure/no-llm/BPG0.txt
llm-srbench,no-llm,only_structure,only_structure,BPG1,1,9,29,22,30,scan,logs/llm-srbench/only_structure/no-llm/BPG1.txt
llm-srbench,no-llm,only_structure,only_structure,BPG2,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG2.txt
llm-srbench,no-llm,only_structure,only_structure,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG3.txt
llm-srbench,no-llm,only_structure,only_structure,BPG4,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG4.txt
llm-srbench,no-llm,only_structure,only_structure,BPG5,1,2,50,50,30,scan,logs/llm-srbench/only_structure/no-llm/BPG5.txt
llm-srbench,no-llm,only_structure,only_structure,BPG6,1,16,5,5,30,scan,logs/llm-srbench/only_structure/no-llm/BPG6.txt
llm-srbench,no-llm,only_structure,only_structure,BPG7,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/BPG7.txt
llm-srbench,no-llm,only_structure,only_structure,BPG8,1,19,22,22,30,scan,logs/llm-srbench/only_structure/no-llm/BPG8.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci0,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci0.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci10,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci10.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci11,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci11.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci12.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci13.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci14,1,21,3,2,30,scan,logs/llm-srbench/only_structure/no-llm/MatSci14.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci16.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci1,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci1.txt
llm-srbench,no-llm,only_structure,only_structure,MatSci2,0,no_match,0,0,30,no_match,logs/llm-srbench/only_structure/no-llm/MatSci2.txt
